locale	concept	prerequisite
arb-Arab-ZZ		
cmn-Hans-CN	pínghéng chángshù	
cmn-Latn-CN	平衡常数	
dan-Latn-DK		
deu-Latn-DE	Gleichgewichtskonstante, Massenwirkungskonstante	
eng-Latn-US	equilibrium constant	
fin-Latn-FI		
fra-Latn-FR	constante [f] d’équilibre [m]	
heb-Hebr-IL		
hin-Deva-IN		
ita-Latn-IT		
jpn-Hrkt-JP	へいこうていすう	
jpn-Jpan-JP	平衡定数	
kor-Hang-KR		
kor-Kore-KR		
nld-Latn-NL		
nob-Latn-NO		
pes-Aran-IR		
por-Latn-PT		
rus-Cyrl-RU	конста́нта равнове́сия	
spa-Latn-ES		
swe-Latn-SE		
tur-Latn-TR		
zxx-Zmth-ZZ	K	
